ACTION: Player1 | {FV | dRot: 0, dMovX: 6, dMovY: 6, vX: 0, vY: 0, DP: 0, dDP: 0, distObst: 0.5, HP: 20, TC: 1, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 7.7699E-22, vY: 2.22704E-22, DP: 0, dDP: 0, distObst: 5.2147, HP: 20, TC: 2764, TE: 38, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -7.24792E-05, dMovY: 0.0844226, vX: -0.00226647, vY: 2.6382, DP: 0, dDP: 0, distObst: 8.14349, HP: 19, TC: 2765, TE: 2147483647, TD: 202, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 6.99291E-22, vY: 2.00434E-22, DP: 0, dDP: 0, distObst: 5.22176, HP: 20, TC: 2765, TE: 39, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -6.48499E-05, dMovY: 0.0862203, vX: -0.00203698, vY: 2.69438, DP: 0, dDP: 0, distObst: 8.05727, HP: 19, TC: 2766, TE: 2147483647, TD: 203, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 6.29362E-22, vY: 1.80391E-22, DP: 0, dDP: 0, distObst: 5.23599, HP: 20, TC: 2766, TE: 40, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -5.81741E-05, dMovY: 0.0878382, vX: -0.00183044, vY: 2.74495, DP: 0, dDP: 0, distObst: 7.96943, HP: 19, TC: 2767, TE: 2147483647, TD: 204, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 5.66426E-22, vY: 1.62352E-22, DP: 0, dDP: 0, distObst: 5.25754, HP: 20, TC: 2767, TE: 41, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -5.24521E-05, dMovY: 0.0892944, vX: -0.00164455, vY: 2.79045, DP: 0, dDP: 0, distObst: 7.88013, HP: 19, TC: 2768, TE: 2147483647, TD: 205, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 5.09783E-22, vY: 1.46116E-22, DP: 0, dDP: 0, distObst: 5.28661, HP: 20, TC: 2768, TE: 42, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -4.76837E-05, dMovY: 0.0906048, vX: -0.00147726, vY: 2.83141, DP: 0, dDP: 0, distObst: 7.78953, HP: 19, TC: 2769, TE: 2147483647, TD: 206, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 4.58805E-22, vY: 1.31505E-22, DP: 0, dDP: 0, distObst: 5.32346, HP: 20, TC: 2769, TE: 43, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -4.29153E-05, dMovY: 0.0917845, vX: -0.00132669, vY: 2.86827, DP: 0, dDP: 0, distObst: 7.69775, HP: 19, TC: 2770, TE: 2147483647, TD: 207, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 4.12924E-22, vY: 1.18354E-22, DP: 0, dDP: 0, distObst: 5.3684, HP: 20, TC: 2770, TE: 44, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -3.8147E-05, dMovY: 0.0928459, vX: -0.00119117, vY: 2.90144, DP: 0, dDP: 0, distObst: 7.6049, HP: 19, TC: 2771, TE: 2147483647, TD: 208, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 3.71632E-22, vY: 1.06519E-22, DP: 0, dDP: 0, distObst: 5.42181, HP: 20, TC: 2771, TE: 45, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -3.43323E-05, dMovY: 0.0938015, vX: -0.00106921, vY: 2.93129, DP: 0, dDP: 0, distObst: 7.5111, HP: 19, TC: 2772, TE: 2147483647, TD: 209, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 3.34469E-22, vY: 9.5867E-23, DP: 0, dDP: 0, distObst: 5.48414, HP: 20, TC: 2772, TE: 46, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -3.05176E-05, dMovY: 0.0946612, vX: -0.00095945, vY: 2.95817, DP: 0, dDP: 0, distObst: 7.41644, HP: 19, TC: 2773, TE: 2147483647, TD: 210, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 3.01022E-22, vY: 8.62803E-23, DP: 0, dDP: 0, distObst: 5.5559, HP: 20, TC: 2773, TE: 47, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -2.76566E-05, dMovY: 0.0954351, vX: -0.000860661, vY: 2.98235, DP: 0, dDP: 0, distObst: 7.321, HP: 19, TC: 2774, TE: 2147483647, TD: 211, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 2.7092E-22, vY: 7.76522E-23, DP: 0, dDP: 0, distObst: 5.63769, HP: 20, TC: 2774, TE: 48, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -2.47955E-05, dMovY: 0.0961318, vX: -0.000771752, vY: 3.00411, DP: 0, dDP: 0, distObst: 7.22487, HP: 19, TC: 2775, TE: 2147483647, TD: 212, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 2.43828E-22, vY: 6.9887E-23, DP: 0, dDP: 0, distObst: 5.73024, HP: 20, TC: 2775, TE: 49, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -2.19345E-05, dMovY: 0.0967584, vX: -0.000691734, vY: 3.0237, DP: 0, dDP: 0, distObst: 7.12811, HP: 19, TC: 2776, TE: 2147483647, TD: 213, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 2.19445E-22, vY: 6.28983E-23, DP: 0, dDP: 0, distObst: 5.83436, HP: 20, TC: 2776, TE: 50, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -2.00272E-05, dMovY: 0.0973225, vX: -0.000619717, vY: 3.04133, DP: 0, dDP: 0, distObst: 7.03079, HP: 19, TC: 2777, TE: 2147483647, TD: 214, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 1.975E-22, vY: 5.66085E-23, DP: 0, dDP: 0, distObst: 5.95101, HP: 20, TC: 2777, TE: 51, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -1.81198E-05, dMovY: 0.0978303, vX: -0.000554902, vY: 3.0572, DP: 0, dDP: 0, distObst: 6.93296, HP: 19, TC: 2778, TE: 2147483647, TD: 215, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 1.7775E-22, vY: 5.09476E-23, DP: 0, dDP: 0, distObst: 6.08129, HP: 20, TC: 2778, TE: 52, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -1.62125E-05, dMovY: 0.0982871, vX: -0.000496569, vY: 3.07148, DP: 0, dDP: 0, distObst: 6.83467, HP: 19, TC: 2779, TE: 2147483647, TD: 216, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 1.59975E-22, vY: 4.58529E-23, DP: 0, dDP: 0, distObst: 6.22649, HP: 20, TC: 2779, TE: 53, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -1.43051E-05, dMovY: 0.0986986, vX: -0.000444069, vY: 3.08433, DP: 0, dDP: 0, distObst: 6.73597, HP: 19, TC: 2780, TE: 2147483647, TD: 217, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 1.43978E-22, vY: 4.12676E-23, DP: 0, dDP: 0, distObst: 6.38812, HP: 20, TC: 2780, TE: 54, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -1.23978E-05, dMovY: 0.0990686, vX: -0.000396819, vY: 3.0959, DP: 0, dDP: 0, distObst: 6.6369, HP: 19, TC: 2781, TE: 2147483647, TD: 218, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 1.2958E-22, vY: 3.71408E-23, DP: 0, dDP: 0, distObst: 6.56794, HP: 20, TC: 2781, TE: 55, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -1.14441E-05, dMovY: 0.099402, vX: -0.000354293, vY: 3.10631, DP: 0, dDP: 0, distObst: 6.5375, HP: 19, TC: 2782, TE: 2147483647, TD: 219, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 1.16622E-22, vY: 3.34267E-23, DP: 0, dDP: 0, distObst: 6.76802, HP: 20, TC: 2782, TE: 56, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -1.04904E-05, dMovY: 0.0997019, vX: -0.000316021, vY: 3.11568, DP: 0, dDP: 0, distObst: 6.4378, HP: 19, TC: 2783, TE: 2147483647, TD: 220, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 1.0496E-22, vY: 3.00841E-23, DP: 0, dDP: 0, distObst: 6.9908, HP: 20, TC: 2783, TE: 57, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -8.58307E-06, dMovY: 0.0999713, vX: -0.000281576, vY: 3.12411, DP: 0, dDP: 0, distObst: 6.33783, HP: 19, TC: 2784, TE: 2147483647, TD: 221, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 9.44638E-23, vY: 2.70757E-23, DP: 0, dDP: 0, distObst: 7.2392, HP: 20, TC: 2784, TE: 58, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -7.62939E-06, dMovY: 0.100214, vX: -0.000250575, vY: 3.1317, DP: 0, dDP: 0, distObst: 6.23761, HP: 19, TC: 2785, TE: 2147483647, TD: 222, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 8.50174E-23, vY: 2.43681E-23, DP: 0, dDP: 0, distObst: 17.8963, HP: 20, TC: 2785, TE: 59, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -6.67572E-06, dMovY: 0.100433, vX: -0.000222674, vY: 3.13853, DP: 0, dDP: 0, distObst: 6.13718, HP: 19, TC: 2786, TE: 2147483647, TD: 223, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 7.65157E-23, vY: 2.19313E-23, DP: 0, dDP: 0, distObst: 17.3636, HP: 20, TC: 2786, TE: 60, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -6.67572E-06, dMovY: 0.10063, vX: -0.000197563, vY: 3.14468, DP: 0, dDP: 0, distObst: 6.03655, HP: 19, TC: 2787, TE: 2147483647, TD: 224, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 6.88641E-23, vY: 1.97382E-23, DP: 0, dDP: 0, distObst: 16.8829, HP: 20, TC: 2787, TE: 61, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -5.72205E-06, dMovY: 0.100807, vX: -0.000174964, vY: 3.15021, DP: 0, dDP: 0, distObst: 5.93575, HP: 19, TC: 2788, TE: 2147483647, TD: 225, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 6.19777E-23, vY: 1.77643E-23, DP: 0, dDP: 0, distObst: 16.4488, HP: 20, TC: 2788, TE: 62, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -4.76837E-06, dMovY: 0.100966, vX: -0.000154624, vY: 3.15519, DP: 0, dDP: 0, distObst: 5.83478, HP: 19, TC: 2789, TE: 2147483647, TD: 226, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 5.57799E-23, vY: 1.59879E-23, DP: 0, dDP: 0, distObst: 16.0568, HP: 20, TC: 2789, TE: 63, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -4.76837E-06, dMovY: 0.10111, vX: -0.000136319, vY: 3.15967, DP: 0, dDP: 0, distObst: 5.73367, HP: 19, TC: 2790, TE: 2147483647, TD: 227, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 5.02019E-23, vY: 1.43891E-23, DP: 0, dDP: 0, distObst: 15.7029, HP: 20, TC: 2790, TE: 64, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -3.8147E-06, dMovY: 0.101238, vX: -0.000119844, vY: 3.1637, DP: 0, dDP: 0, distObst: 5.63243, HP: 19, TC: 2791, TE: 2147483647, TD: 228, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 4.51817E-23, vY: 1.29502E-23, DP: 0, dDP: 0, distObst: 15.3839, HP: 20, TC: 2791, TE: 65, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -3.8147E-06, dMovY: 0.101355, vX: -0.000105016, vY: 3.16733, DP: 0, dDP: 0, distObst: 5.53108, HP: 19, TC: 2792, TE: 2147483647, TD: 229, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 4.06636E-23, vY: 1.16552E-23, DP: 0, dDP: 0, distObst: 15.0967, HP: 20, TC: 2792, TE: 66, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -2.86102E-06, dMovY: 0.10146, vX: -9.16712E-05, vY: 3.1706, DP: 0, dDP: 0, distObst: 5.42962, HP: 19, TC: 2793, TE: 2147483647, TD: 230, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 3.65972E-23, vY: 1.04897E-23, DP: 0, dDP: 0, distObst: 14.8391, HP: 20, TC: 2793, TE: 67, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -2.86102E-06, dMovY: 0.101553, vX: -7.96608E-05, vY: 3.17354, DP: 0, dDP: 0, distObst: 5.32806, HP: 19, TC: 2794, TE: 2147483647, TD: 231, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 3.29375E-23, vY: 9.4407E-24, DP: 0, dDP: 0, distObst: 14.6087, HP: 20, TC: 2794, TE: 68, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -1.90735E-06, dMovY: 0.101638, vX: -6.88515E-05, vY: 3.17618, DP: 0, dDP: 0, distObst: 5.22643, HP: 19, TC: 2795, TE: 2147483647, TD: 232, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 2.96437E-23, vY: 8.49663E-24, DP: 0, dDP: 0, distObst: 14.4038, HP: 20, TC: 2795, TE: 69, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -1.90735E-06, dMovY: 0.101714, vX: -5.91232E-05, vY: 3.17857, DP: 0, dDP: 0, distObst: 5.12471, HP: 19, TC: 2796, TE: 2147483647, TD: 233, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 2.66794E-23, vY: 7.64697E-24, DP: 0, dDP: 0, distObst: 14.2228, HP: 20, TC: 2796, TE: 70, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -1.90735E-06, dMovY: 0.101783, vX: -5.03676E-05, vY: 3.18071, DP: 0, dDP: 0, distObst: 5.02293, HP: 19, TC: 2797, TE: 2147483647, TD: 234, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 2.40114E-23, vY: 6.88227E-24, DP: 0, dDP: 0, distObst: 14.0642, HP: 20, TC: 2797, TE: 71, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -9.53674E-07, dMovY: 0.101845, vX: -4.24877E-05, vY: 3.18264, DP: 0, dDP: 0, distObst: 4.92108, HP: 19, TC: 2798, TE: 2147483647, TD: 235, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 2.16103E-23, vY: 6.19404E-24, DP: 0, dDP: 0, distObst: 13.927, HP: 20, TC: 2798, TE: 72, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -9.53674E-07, dMovY: 0.1019, vX: -3.53957E-05, vY: 3.18438, DP: 0, dDP: 0, distObst: 4.81918, HP: 19, TC: 2799, TE: 2147483647, TD: 236, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 1.94493E-23, vY: 5.57464E-24, DP: 0, dDP: 0, distObst: 6.59576, HP: 20, TC: 2799, TE: 73, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -9.53674E-07, dMovY: 0.10195, vX: -2.90129E-05, vY: 3.18594, DP: 0, dDP: 0, distObst: 4.71723, HP: 19, TC: 2800, TE: 2147483647, TD: 237, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 1.75043E-23, vY: 5.01718E-24, DP: 0, dDP: 0, distObst: 6.55618, HP: 20, TC: 2800, TE: 74, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -9.53674E-07, dMovY: 0.101995, vX: -2.32684E-05, vY: 3.18734, DP: 0, dDP: 0, distObst: 4.61524, HP: 19, TC: 2801, TE: 2147483647, TD: 238, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 1.57539E-23, vY: 4.51546E-24, DP: 0, dDP: 0, distObst: 6.52587, HP: 20, TC: 2801, TE: 75, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: -9.53674E-07, dMovY: 0.102036, vX: -1.80983E-05, vY: 3.18861, DP: 0, dDP: 0, distObst: 4.5132, HP: 19, TC: 2802, TE: 2147483647, TD: 239, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 1.41785E-23, vY: 4.06391E-24, DP: 0, dDP: 0, distObst: 6.50454, HP: 20, TC: 2802, TE: 76, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102072, vX: -1.34453E-05, vY: 3.18975, DP: 0, dDP: 0, distObst: 4.41113, HP: 19, TC: 2803, TE: 2147483647, TD: 240, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 1.27607E-23, vY: 3.65752E-24, DP: 0, dDP: 0, distObst: 6.492, HP: 20, TC: 2803, TE: 77, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102105, vX: -9.25752E-06, vY: 3.19077, DP: 0, dDP: 0, distObst: 4.30903, HP: 19, TC: 2804, TE: 2147483647, TD: 241, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 1.14846E-23, vY: 3.29177E-24, DP: 0, dDP: 0, distObst: 6.48811, HP: 20, TC: 2804, TE: 78, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102135, vX: -5.48855E-06, vY: 3.1917, DP: 0, dDP: 0, distObst: 4.20689, HP: 19, TC: 2805, TE: 2147483647, TD: 242, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 1.03361E-23, vY: 2.96259E-24, DP: 0, dDP: 0, distObst: 6.49278, HP: 20, TC: 2805, TE: 79, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.10216, vX: -2.09647E-06, vY: 3.19253, DP: 0, dDP: 0, distObst: 4.10473, HP: 19, TC: 2806, TE: 2147483647, TD: 243, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 9.30252E-24, vY: 2.66633E-24, DP: 0, dDP: 0, distObst: 6.50596, HP: 20, TC: 2806, TE: 80, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102185, vX: 9.56393E-07, vY: 3.19327, DP: 0, dDP: 0, distObst: 4.00254, HP: 19, TC: 2807, TE: 2147483647, TD: 244, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 8.37227E-24, vY: 2.3997E-24, DP: 0, dDP: 0, distObst: 6.49277, HP: 20, TC: 2807, TE: 81, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102206, vX: 3.70397E-06, vY: 3.19395, DP: 0, dDP: 0, distObst: 3.90034, HP: 19, TC: 2808, TE: 2147483647, TD: 245, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 7.53504E-24, vY: 2.15973E-24, DP: 0, dDP: 0, distObst: 3.30602, HP: 20, TC: 2808, TE: 82, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102225, vX: 6.1768E-06, vY: 3.19455, DP: 0, dDP: 0, distObst: 3.79811, HP: 19, TC: 2809, TE: 2147483647, TD: 246, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 6.78154E-24, vY: 1.94376E-24, DP: 0, dDP: 0, distObst: 2.05468, HP: 20, TC: 2809, TE: 83, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102243, vX: 8.40233E-06, vY: 3.1951, DP: 0, dDP: 0, distObst: 3.69587, HP: 19, TC: 2810, TE: 2147483647, TD: 247, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 6.10339E-24, vY: 1.74938E-24, DP: 0, dDP: 0, distObst: 1.4341, HP: 20, TC: 2810, TE: 84, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102259, vX: 1.04053E-05, vY: 3.19559, DP: 0, dDP: 0, distObst: 3.59361, HP: 19, TC: 2811, TE: 2147483647, TD: 248, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 5.49305E-24, vY: 1.57444E-24, DP: 0, dDP: 0, distObst: 1.06588, HP: 20, TC: 2811, TE: 85, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102273, vX: 1.2208E-05, vY: 3.19603, DP: 0, dDP: 0, distObst: 3.49134, HP: 19, TC: 2812, TE: 2147483647, TD: 249, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 4.94374E-24, vY: 1.417E-24, DP: 0, dDP: 0, distObst: 0.823863, HP: 20, TC: 2812, TE: 86, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102285, vX: 1.38304E-05, vY: 3.19643, DP: 0, dDP: 0, distObst: 3.38905, HP: 19, TC: 2813, TE: 2147483647, TD: 250, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 4.44937E-24, vY: 1.2753E-24, DP: 0, dDP: 0, distObst: 0.653991, HP: 20, TC: 2813, TE: 87, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: 9.53674E-07, dMovY: 0.102297, vX: 1.52906E-05, vY: 3.19678, DP: 0, dDP: 0, distObst: 3.28676, HP: 19, TC: 2814, TE: 2147483647, TD: 251, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 4.00443E-24, vY: 1.14777E-24, DP: 0, dDP: 0, distObst: 0.529233, HP: 20, TC: 2814, TE: 88, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: 9.53674E-07, dMovY: 0.102307, vX: 1.66048E-05, vY: 3.19711, DP: 0, dDP: 0, distObst: 3.18445, HP: 19, TC: 2815, TE: 2147483647, TD: 252, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 3.60399E-24, vY: 1.03299E-24, DP: 0, dDP: 0, distObst: 0.434574, HP: 20, TC: 2815, TE: 89, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: 9.53674E-07, dMovY: 0.102317, vX: 1.77875E-05, vY: 3.19739, DP: 0, dDP: 0, distObst: 3.08213, HP: 19, TC: 2816, TE: 2147483647, TD: 253, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 3.24359E-24, vY: 9.29693E-25, DP: 0, dDP: 0, distObst: 0.361009, HP: 20, TC: 2816, TE: 90, TD: 2147483647, SD: 0} -> TurnRight
ACTION: Player1 | {FV | dRot: 0, dMovX: 9.53674E-07, dMovY: 0.102325, vX: 1.8852E-05, vY: 3.19766, DP: 0, dDP: 0, distObst: 2.97981, HP: 19, TC: 2817, TE: 2147483647, TD: 254, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0.0349064, dMovX: 0, dMovY: 0, vX: 2.91923E-24, vY: 8.36723E-25, DP: 0, dDP: 0, distObst: 0.302811, HP: 20, TC: 2817, TE: 91, TD: 2147483647, SD: 0} -> TurnRight
